DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Fe,Al,Ba,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,Hg202,Sr isotopes,d13C-DIC,dD,d18O,NH4-N,Ortho-P,SamplingNote
4/26/2006 9:00,FLUME_UR,JEMEZ_S63,GRAB,Grab,Surface water,7.1,6.4,2.3,-9999,70,0.24,3.158,6.439,0.37,0.0965,4.805,0.065,0.08,0.125,12.4942,0.11,8.1722,0.8251,4.8703,2.1749,0.0423,14.6204,0.0151,0.1084,0.1938,0.0149,0.106,198,15000,29.3,3.67,0.622,0.133,9.89,94,0.0976,0.597,1.57,2.32,0.407,0.1,466,0.284,0.0168,0.0043,0.0048,0.0435,14.2,362,924,103,420,90.6,10.1,92.5,14.2,82.3,16.6,50.9,7.36,46,7.23,0.0031,0.0922,63.5,-9999,-9999,-13.4698,-86.81,-12.56,0.034,0.021,
4/26/2006 9:45,FLUME_LR,JEMEZ_S64,GRAB,Grab,Surface water,7.5,6.8,2.9,-9999,71,0.36,4.143,6.255,0.285,0.0768,2.8881,0.0202,0.08,0.1236,9.8946,0.11,7.511,0.9054,5.3064,2.3439,0.0384,14.8388,0.0134,0.1464,0.2612,0.0197,0.094,209,15500,37.9,2.5,0.677,0.116,4.81,118,0.108,0.636,2.61,3.13,0.675,0.115,601,0.439,0.0022,0.0068,0.0011,0.0594,19.7,432,1320,128,544,123,14.1,119,18.5,106,22.2,66.6,9.59,64.4,10.4,0.0037,0.176,80.2,-9999,-9999,-9.8829,-87.01,-12.53,0.029,0,
4/26/2006 10:30,FLUME_RM,JEMEZ_S65,GRAB,Grab,Surface water,7.4,6.7,6.7,-9999,70.6,0.35,4.951,1.221,0.177,0.1803,0.7302,0.065,0.08,0.2418,4.0678,0.11,5.4787,0.513,5.1492,0.9813,0.0202,14.5396,0.002,0.0233,0.0483,0.002,0.037,58.5,15400,296,1.53,0.509,0.0891,0.502,26.3,0.0372,0.158,1.56,1.07,2.11,0.0972,90.6,0.902,0.0004,0.0044,0.0015,0.0681,3.24,91.7,231,20.9,78.5,16.6,0.305,16.1,2.64,15.3,3.03,8.86,1.27,8.61,1.15,0.001,0.0262,8.84,-9999,-9999,-9999,-80.86,-11.76,0.031,0.216,
4/25/2006 10:15,FLUME_UJ,JEMEZ_S66,GRAB,Grab,Surface water,7.4,6.4,3.3,-9999,68.8,0.09,2.822,6.781,0.366,0.0734,1.9084,0.065,0.08,0.125,4.5342,0.5307,5.1488,0.7661,2.5619,1.4596,0.0218,12.6086,0.002,0.1229,0.1725,0.0116,0.0948,144,13000,17.6,2.24,0.42,0.103,2.7,90.2,0.0793,0.465,0.672,1.29,0.301,0.122,689,0.176,0.0017,0.005,0.0002,0.0302,11.1,366,852,102,441,111,12.1,110,18.3,109,24,72.5,10.5,71.9,11.9,0.0025,0.103,77.9,-9999,-9999,-18.7601,-87.43,-12.68,0.021,0.013,
4/25/2006 11:00,FLUME_LJ,JEMEZ_S67,GRAB,Grab,Surface water,7.1,6.7,5.2,-9999,64.4,0.11,3.126,10.35,0.475,0.0848,2.0824,0.065,0.08,0.125,4.7844,0.11,5.5016,0.9112,3.0639,1.8693,0.0319,12.5367,0.002,0.2234,0.354,0.021,0.105,383,12700,15,8.37,0.8,0.212,6.46,199,0.132,1.06,1.65,2.65,0.444,0.143,839,0.247,0.0415,0.0045,0.0105,0.06,20.3,531,1200,157,650,148,20.5,146,23.3,140,30,90.6,12.7,87.7,14.7,0.0048,0.145,95.2,-9999,-9999,-19.8722,-86.5,-12.36,0.022,0.005,small amount still going around flume
4/25/2006 11:30,FLUME_HG,JEMEZ_S68,GRAB,Grab,Surface water,7.4,6.4,6.3,-9999,69.4,0.14,2.158,3.474,0.063,0.0496,2.1907,0.065,0.08,0.5122,5.5798,0.11,3.8004,0.6723,2.6141,1.2757,0.016,11.2079,0.002,0.1041,0.2432,0.002,0.0466,94.9,11500,13.4,1.61,0.23,0.0601,1.62,44.3,0.0532,0.202,1.18,0.865,0.173,0.103,487,0.155,0.0018,0.0018,0.0015,0.0244,5.74,279,618,76.8,341,74.3,5.34,78.3,12.5,71.4,15.8,47.4,6.37,41.5,6.64,0.0012,0.0685,34.6,-9999,-9999,-19.221,-86.17,-12.49,0.028,0.01,
4/25/2006 12:00,FLUME_LLJ,JEMEZ_S69,GRAB,Grab,Surface water,7.4,6.6,8,-9999,69.3,0.05,2.741,3.406,0.349,0.062,1.3149,0.065,0.08,0.125,4.4863,0.11,4.5598,0.5176,2.3061,0.9531,0.0177,10.0893,0.002,0.0557,0.1094,0.002,0.0787,119,10500,31.6,2.91,0.355,0.0877,1.5,44.6,0.0578,0.224,4.11,1.34,0.309,0.0818,269,0.152,0.0019,0.0036,0.003,0.0274,5.43,157,462,41.4,184,37.5,0.998,42.7,7.06,42.1,8.81,27.6,3.69,24.4,3.55,0.0014,0.0601,30.8,-9999,-9999,-16.7863,-88.2,-12.68,0.023,0.022,
4/25/2006 12:45,VGJJ7,JEMEZ_S70,GRAB,Grab,Surface water,6.8,6.6,10.1,-9999,68.7,0.45,4.565,9.301,0.486,0.2475,7.5446,0.065,0.08,0.125,4.4271,0.11,6.5618,1.4016,6.4719,2.0782,0.0366,15.0476,0.002,0.2471,0.339,0.0258,0.132,647,15700,20.9,12.6,1.15,0.273,9.62,271,0.15,1.08,6.16,4.96,0.712,0.183,729,0.509,0.0052,0.0286,0.0229,0.0702,24.9,509,1180,136,567,124,17.1,133,20.4,122,24.7,76.1,11.2,73.8,12.1,0.0058,0.246,134,-9999,-9999,-9999,-83.14,-11.83,0.042,0.013,
4/25/2006 15:00,VGJJ9,JEMEZ_S71,GRAB,Grab,Surface water,7.1,6.7,13.8,-9999,68.4,0.47,4.691,9.823,0.459,0.2627,5.9399,0.065,0.08,0.0128,4.5191,0.11,6.4914,1.3952,6.4137,2.0025,0.0359,15.1912,0.002,0.1608,0.2139,0.0237,0.112,375,16100,28.6,6.76,1.05,0.244,7.72,186,0.13,1.02,3.28,2.75,0.717,0.157,682,0.575,0.0133,0.0072,0.011,0.0682,23.9,471,1040,130,537,122,16.7,120,19.3,115,23.9,69.9,10.4,69.2,11.1,0.0049,0.179,99.9,-9999,-9999,-15.8044,-82.9,-11.81,0.05,0.014,
4/25/2006 13:30,EFJ2/VGS1trib,JEMEZ_S72,GRAB,Grab,Surface water,7,6.6,12.6,-9999,62.1,0.23,3.562,11.48,0.535,0.112,2.5595,0.065,0.08,0.125,5.8112,0.11,5.6246,1.155,3.8261,2.0413,0.0293,12.7577,0.002,0.5188,0.9751,0.0227,0.118,790,11500,30,16.8,1.09,0.293,7.86,330,0.132,1.01,1.58,3.34,0.603,0.158,730,0.209,0.0057,0.0066,0.0306,0.0601,20.9,583,1440,152,635,141,18.3,140,22.2,126,25.7,74.5,10.5,68.7,11.1,0.0065,0.267,183,-9999,-9999,-9999,-81.22,-11.3,0.043,0.008,
4/25/2006 13:30,EFJ3/VGS2,JEMEZ_S73,GRAB,Grab,Surface water,7.2,6.7,11.7,-9999,64.8,0.32,4.157,10.5,0.522,0.1537,3.5272,0.065,0.08,0.0219,5.1665,0.11,5.7577,1.1857,4.4364,1.9354,0.03,12.9904,0.002,0.3671,0.6506,0.0213,0.12,515,12600,27,9.85,0.961,0.233,7.14,242,0.125,1.05,4.33,2.75,0.608,0.16,701,0.293,0.0042,0.0066,0.0211,0.0589,21.1,521,1250,139,567,129,17.6,129,20.2,119,25,74.5,10.3,67.5,10.9,0.0053,0.216,127,-9999,-9999,-9999,-82.28,-11.66,0.023,0.013,
4/25/2006 13:30,EFJ4/VGS3,JEMEZ_S74,GRAB,Grab,Surface water,7.2,6.6,11.3,-9999,65.2,0.44,5.527,9.748,0.543,0.3192,5.9029,0.065,0.08,0.0343,4.2676,0.11,6.7401,1.4766,6.8615,1.9647,0.038,16.4647,0.002,0.253,0.3677,0.0254,0.124,297,17400,29.6,2.89,1.01,0.225,8.25,202,0.139,1.14,2.4,2.93,0.685,0.22,698,0.654,0.0061,0.0096,0.0044,0.0658,25,440,1060,125,522,122,16.9,122,19.2,112,24.2,75.3,10.4,71.8,11.3,0.0048,0.219,103,-9999,-9999,-9999,-83.39,-11.99,0.022,0.019,
4/25/2006 14:00,EFJ5/VGS4,JEMEZ_S75,GRAB,Grab,Surface water,7,6.7,11.8,-9999,55.7,0.76,7.803,7.404,0.368,0.477,10.8439,0.065,0.08,0.0111,2.9237,0.0068,7.9963,2.1861,11.6925,1.8147,0.0473,20.8689,0.002,0.2542,0.4545,0.0313,0.0868,873,22000,31,17,1.62,0.394,6.57,272,0.135,0.967,1.63,3.43,0.917,0.105,419,1.12,0.209,0.008,0.0274,0.0734,30.6,310,552,76.6,312,67.2,11.5,67.3,11.4,67.3,13.8,42.7,6.23,41.1,6.61,0.0049,0.204,108,-9999,-9999,-9999,-81.37,-11.55,0.018,0.019,
4/25/2006 14:00,EFJ6/VGS5Jar,JEMEZ_S76,GRAB,Grab,Surface water,7.2,6.7,12.2,-9999,72.4,0.38,3.694,10.6,0.432,0.1911,1.8092,0.065,0.08,0.125,4.8698,0.11,5.7073,0.9701,3.7301,1.9562,0.0304,14.0558,0.002,0.2432,0.3141,0.0206,0.142,559,14900,24.4,10.4,1.11,0.245,9.11,257,0.151,1.17,2.25,3.07,0.631,0.158,849,0.431,0.0061,0.0073,0.0198,0.0664,21,524,1330,158,676,153,20.4,155,24.1,146,30.3,90.6,13.7,91.6,14.7,0.0072,0.256,143,-9999,-9999,-9999,-85.61,-12.05,0.038,0.014,
4/25/2006 14:00,EFJ7/VGS6,JEMEZ_S77,GRAB,Grab,Surface water,7.1,6.6,11.9,-9999,62.7,0.4,4.511,9.789,0.478,0.249,4.283,0.065,0.08,0.125,4.2901,0.11,6.4534,1.3897,6.5492,1.9023,0.0361,16.2112,0.002,0.2423,0.3473,0.0248,0.116,428,17300,27.3,6.58,1.12,0.247,7.41,217,0.135,1.03,4.07,1.98,0.7,0.182,679,0.653,0.0035,0.0077,0.0115,0.0621,24.3,426,1030,121,515,118,16.8,119,18.9,114,23.9,72.2,10.7,72.5,11.2,0.0052,0.209,118,-9999,-9999,-9999,-84.46,-11.89,0.032,0.011,
5/16/2006 15:30,FLUME_UR,JEMEZ_S78,GRAB,Grab,Surface water,7.4,6.9,13.2,-9999,71.3,0.09,3.93,4.354,0.216,0.1216,3.3773,0.065,0.08,0.125,10.413,0.2011,8.1944,0.7508,5.1644,2.175,0.0435,13.7656,0.0239,0.0729,0.115,0.0145,0.106,128,14800,47.1,1.3,0.724,0.115,2.54,69.6,0.0909,0.482,0.828,1.21,0.576,0.0374,215,0.365,0.0052,0.0226,0.0252,0.115,14.9,195,412,45.7,188,37,6.67,38.9,5.93,32.8,7.05,20.3,2.71,20.3,2.92,0.0394,0.0535,22.4,-9999,-9999,-6.1056,-83.64,-12.02,0.019,0.037,
5/16/2006 16:00,FLUME_LR,JEMEZ_S79,GRAB,Grab,Surface water,7.5,7.6,15.9,-9999,72.3,0.44,4.067,4.281,0.23,0.1157,2.4561,0.065,0.08,0.125,7.484,0.2059,7.4315,0.8239,5.4385,2.2631,0.0375,13.8425,0.0168,0.1044,0.1905,0.0168,0.0651,119,14600,61.1,0.996,0.823,0.0888,2,76.1,0.0903,0.431,0.965,1.55,0.966,0.128,276,0.553,0.0047,0.0243,0.0232,0.116,18.6,253,679,65.5,269,52.8,8.6,54.5,8.56,48.9,9.87,28.2,4.27,27.4,4.61,0.0327,0.0906,27.5,-9999,-9999,-4.3722,-84.24,-11.93,0.012,0.05,
5/16/2006 16:45,FLUME_RM,JEMEZ_S80,GRAB,Grab,Surface water,7.4,6.8,20.2,-9999,73.9,-0.18,4.794,1.859,0.172,0.2083,0.7853,0.065,0.08,0.125,2.7053,0.8318,6.349,0.5606,5.5743,1.2014,0.0249,14.2227,0.002,0.0427,0.0828,0.002,0.073,43.1,15200,373,0.854,0.761,0.0937,0.546,25.2,0.058,0.215,0.696,1.01,3,0.139,96.1,1.04,0.0021,0.0238,0.0161,0.123,4.37,94.8,220,19.7,75.5,16.3,2.3,16,2.43,14.6,2.94,8.94,1.16,8.54,1.45,0.0237,0.0441,6,-9999,-9999,-9999,-79.03,-11.4,0.009,0.286,
5/16/2006 15:00,FLUME_UJ,JEMEZ_S81,GRAB,Grab,Surface water,7.4,7.4,13.4,-9999,73,0.09,3.633,4.682,0.215,0.1033,0.7366,0.065,0.08,0.0404,3.3307,0.1558,4.8406,0.664,2.6144,1.282,0.0194,12.5414,0.002,0.0959,0.1572,0.0082,0.0896,120,13200,17.7,0.793,0.487,0.12,2.05,77.3,0.0853,0.415,0.957,1.17,0.388,0.187,476,0.267,0,0.0196,0.0158,0.07,8.75,293,738,74.1,319,73,10.4,79.4,12.3,71.7,16,48.2,7.24,46.7,7.81,0.0192,0.0819,43.1,-9999,-9999,-16.4957,-86.6,-12.44,0.014,0.016,
5/16/2006 14:30,FLUME_LJ,JEMEZ_S82,GRAB,Grab,Surface water,7.1,7.3,13.4,-9999,91.9,0.16,5.412,7.217,0.334,0.0798,0.6511,0.065,0.08,0.0345,3.2309,0.0343,5.9913,0.8913,3.1748,1.6238,0.032,12.5197,0.002,0.1617,0.184,0.018,0.102,119,13100,13.6,0.774,0.619,0.129,3.69,131,0.122,0.731,1.4,1.35,0.506,0.147,577,0.299,0.0001,0.0155,0.0056,0.0687,18.1,388,826,105,436,98.7,15.2,101,15.4,93.7,19.6,57.2,8.78,60.6,9.5,0.0136,0.108,60.1,-9999,-9999,-15.2132,-85.3,-12.11,0.015,0.012,
5/16/2006 14:00,FLUME_HG,JEMEZ_S83,GRAB,Grab,Surface water,7.4,7.1,12.2,-9999,73.7,0.14,3.09,2.914,0.248,0.0505,0.9289,0.065,0.08,0.363,4.4125,0.037,3.7438,0.6346,2.7213,1.3335,0.0162,10.0351,0.002,0.0611,0.1255,0.002,0.0343,93.6,10600,6.3,0.606,0.256,0.0586,1.07,47,0.0635,0.185,0.772,0.779,0.208,0.194,342,0.132,0.0001,0.0029,0.0015,0.0301,5.82,210,554,54.2,239,55.9,6.98,55.4,8.63,51.7,10.5,31.7,4.08,30.5,4.94,0.0045,0.0557,15.5,-9999,-9999,-17.7381,-86.71,-12.42,0.011,0.01,
5/16/2006 13:20,FLUME_LLJ,JEMEZ_S84,GRAB,Grab,Surface water,7.4,7,12.2,-9999,71.8,-0.05,4.008,3.334,0.207,0.0572,0.7161,0.065,0.08,0.1824,3.1593,0.0786,4.509,0.5011,2.4465,0.9592,0.0178,9.8178,0.002,0.0628,0.1385,0.002,0.0527,67.4,10200,25,0.717,0.352,0.0725,0.91,34.1,0.064,0.221,2.13,1.17,0.33,0.107,257,0.125,0.0001,0.0209,0.0015,0.0344,5.64,164,474,41.5,180,41.8,5.52,42.5,7.1,39.7,8.24,23.7,3.29,23.3,3.68,0.0026,0.0643,14.9,-9999,-9999,-12.0571,-87.69,-12.63,0.019,0.023,
5/16/2006 10:00,VGJJ7,JEMEZ_S85,GRAB,Grab,Surface water,7.1,7.4,9.2,-9999,71.7,0.3,7.893,7.887,0.4,0.4659,8.3825,0.065,0.08,0.125,2.7485,0.037,7.3862,1.5591,8.1266,1.7826,0.0414,15.8288,0.002,0.229,0.3324,0.0239,0.0968,179,16300,11.4,1.18,0.81,0.197,4.28,191,0.134,0.891,1.53,2.64,0.779,0.166,553,0.66,0.0001,0.0105,0.0015,0.0647,25.3,455,874,115,473,97.3,16.2,101,15.2,88.8,18.2,54.4,8.21,54.2,8.95,0.0062,0.14,72.6,-9999,-9999,-9999,-74.05,-10.56,0.019,0.014,
5/16/2006 10:45,VGJJ9,JEMEZ_S86,GRAB,Grab,Surface water,7.1,7.7,11,-9999,70.3,0.41,8.159,7.763,0.332,0.37,7.156,0.065,0.08,0.125,2.661,0.0349,7.3624,1.5579,8.3511,1.7641,0.04,16.4458,0.002,0.1863,0.2134,0.0224,0.0753,195,17700,15.2,1.21,0.812,0.211,3.22,167,0.122,0.816,1.32,2,0.807,0.199,489,0.755,0.0001,0.0077,0.0015,0.0575,24.1,386,730,97.6,403,84.9,15.1,89.1,13.7,80.4,16.2,49.7,7.56,50.8,8.01,0.005,0.119,68.8,-9999,-9999,-12.8887,-80.91,-11.48,0.021,0.014,
5/16/2006 11:30,EFJ2/VGS1trib,JEMEZ_S87,GRAB,Grab,Surface water,6.6,7.2,12.6,-9999,62.9,0.21,6.453,12.44,0.54,0.1288,1.2296,0.065,0.08,0.0385,3.817,0.0493,6.396,1.1235,4.2342,1.6373,0.0315,10.4191,0.002,0.3276,0.4554,0.0172,0.0961,206,10400,27.5,3.23,0.632,0.2,2.5,249,0.123,0.982,1.28,2.3,0.674,0.217,641,0.181,0.0001,0.0075,0.0015,0.0534,18.7,579,992,140,564,119,18,122,17.9,106,21.9,63.3,9.15,64.3,10.5,0.0032,0.112,73.5,-9999,-9999,-9999,-78.77,-11.04,0.018,0.014,
5/16/2006 11:30,EFJ3/VGS2,JEMEZ_S88,GRAB,Grab,Surface water,7,7.1,12.2,-9999,70.8,0.25,7.715,8.561,0.398,0.3094,5.3085,0.065,0.08,0.125,2.9676,0.0296,7.0256,1.4151,7.0899,1.63,0.037,15.0442,0.002,0.1987,0.2291,0.0204,0.0875,177,16000,20.4,1.22,0.741,0.188,3.96,179,0.121,0.831,2.02,1.58,0.749,0.231,504,0.595,0.0001,0.0077,0.0015,0.0505,22,391,735,101,425,90.1,13.8,91.2,14.1,83.5,17.2,50.7,7.44,50.9,8.59,0.0039,0.125,70.2,-9999,-9999,-9999,-80.08,-11.28,0.008,-0.006,
5/16/2006 11:30,EFJ4/VGS3,JEMEZ_S89,GRAB,Grab,Surface water,7.2,7.7,12.2,-9999,73.8,0.33,8.382,6.438,0.325,0.4341,7.4843,0.065,0.08,0.0939,2.5228,0.0296,7.3504,1.5889,8.744,1.6262,0.0404,18.2311,0.002,0.1734,0.221,0.0222,0.071,172,19200,15.7,0.94,0.813,0.194,4.94,147,0.126,0.703,3.75,1.41,0.759,0.249,440,0.866,0.0001,0.0058,0.0015,0.0512,23.8,342,670,88.5,366,76.8,13,80.7,12.4,72.9,14.5,44.8,6.35,45.2,7.2,0.0037,0.12,67.4,-9999,-9999,-9999,-81.97,-11.72,0.014,-0.006,
5/16/2006 12:15,EFJ5/VGS4,JEMEZ_S90,GRAB,Grab,Surface water,7.1,7.6,12.7,-9999,76.6,0.33,5.1998,5.252,0.299,0.6305,15.5473,0.065,0.08,0.125,1.669,0.0128,8.2811,2.2464,13.9297,1.5677,0.0482,22.656,0.002,0.1626,0.2756,0.0283,0.054,661,25800,5.48,11.7,1.23,0.428,1.9,266,0.108,0.799,0.721,1.71,0.954,0.229,238,1.61,0.0001,0.0047,0.011,0.0744,28.9,224,415,54.2,209,43.1,9.5,41.9,6.3,38.8,7.91,24.8,3.97,26.4,4.53,0.0035,0.0891,62.6,-9999,-9999,-9999,-80.33,-11.34,0.01,0.01,
5/16/2006 12:15,EFJ6/VGS5Jar,JEMEZ_S91,GRAB,Grab,Surface water,7.4,7.1,13.4,-9999,78.3,0.22,3.502,7.07,0.304,0.2824,1.2318,0.065,0.08,0.0124,3.0911,0.0102,6.1445,0.9426,4.4433,1.5248,0.0308,14.9246,0.002,0.1637,0.1807,0.0169,0.0871,144,15900,17.4,0.871,0.743,0.139,3.59,149,0.11,0.762,2.15,1.27,0.661,0.225,511,0.572,0.0001,0.0054,0.0015,0.0534,17.4,355,719,91.4,377,81.2,12.4,85.3,13.8,82,16.9,49.2,7.02,49,7.83,0.0046,0.101,66.9,-9999,-9999,-9999,-84.89,-12.03,0.021,0.014,
5/16/2006 12:15,EFJ7/VGS6,JEMEZ_S92,GRAB,Grab,Surface water,7.3,7.2,13,-9999,76.8,0.31,4.611,6.242,0.293,0.4439,8.0362,0.065,0.08,0.125,2.33,0.0219,7.1628,1.638,9.3217,1.5811,0.0391,19.9353,0.002,0.2582,0.5176,0.0218,0.0612,621,21800,7.16,11.8,1.1,0.371,4.12,279,0.117,0.668,2.55,1.75,0.856,0.219,332,1.28,0.0001,0.0051,0.0167,0.0862,22.8,306,648,76.1,306,62.3,10.7,59.1,9.59,56.7,11.5,35.2,5.35,38.3,5.79,0.0031,0.116,61.8,-9999,-9999,-9999,-82.15,-11.69,0.027,0.012,
6/15/2006 9:45,FLUME_UR,JEMEZ_S93,GRAB,Grab,Surface water,7.1,7.4,9.4,-9999,73.3,0.43,5.738,2.04,0.116,0.0918,1.1185,0.065,0.08,0.125,5.5215,0.1365,7.7199,0.6174,4.2052,0.7799,0.0351,12.4333,0.0245,0.0471,0.071,0.0083,0.053,70.6,13400,44.2,1.32,0.477,0.0592,1.79,46.7,0.0606,0.264,0.209,1.19,0.426,-9999,81,0.272,0.0199,0.0039,0.0015,0.0119,9.25,71,147,16.6,65.8,14.1,2.12,14.3,2.09,12.4,2.42,7.73,0.868,7.17,1.18,0.0011,0.0114,6.36,-9999,-9999,-3.1899,-83.31,-12.18,0.002,0.048,
6/15/2006 9:00,FLUME_LR,JEMEZ_S94,GRAB,Grab,Surface water,7.3,7.4,9,-9999,76.3,0.44,6.047,1.746,0.124,0.0959,1.1097,0.065,0.08,0.0414,3.8317,0.5178,7.8449,0.7737,4.4855,0.9275,0.0337,11.6604,0.0211,0.0398,0.0612,0.0115,0.0317,65.4,12500,67.1,1.29,0.484,0.0557,1.02,42.4,0.0608,0.238,0.18,2.03,0.785,0.078,67.1,0.408,0.0001,0.0043,0.0015,0.0216,12.1,67.5,137,15.9,58.1,11.9,2.57,13.1,1.75,11.5,2.08,6.58,0.858,6.97,0.886,0.0004,0.0156,7.43,-9999,-9999,-2.2681,-82.23,-11.89,0.007,0.076,
6/15/2006 8:45,FLUME_RM,JEMEZ_S95,GRAB,Grab,Surface water,7.1,7.4,10.1,-9999,73.9,0.36,5.903,0.696,0.038,0.1903,0.8345,0.065,0.08,0.125,2.9812,0.6016,6.045,0.5479,5.1068,0.674,0.0223,15.5199,0.0143,0.0127,0.041,0.002,0.0205,59.5,16700,244,1.35,0.381,0.0571,0.293,23.6,0.0431,0.15,0.111,2.12,2.17,0.097,59.7,0.748,0.0046,0.0034,0.0015,0.0542,3.93,78.5,159,16,54.9,10.8,1.02,10.5,1.84,10.1,1.72,6.12,0.663,5.07,0.764,0.234,0.0135,1.63,-9999,-9999,-9999,-81.01,-11.74,0.012,0.235,
6/14/2006 14:45,FLUME_UJ,JEMEZ_S96,GRAB,Grab,Surface water,7.2,7.5,15.7,-9999,75.6,0.34,4.822,3.24,0.167,0.0707,0.4994,0.065,0.08,0.1477,3.2388,0.1471,5.9437,0.7795,3.0411,1.2094,0.0228,14.0852,0.013,0.0892,0.1512,0.0079,0.0661,229,15400,34,3.29,0.493,0.104,2.21,108,0.0703,0.319,0.296,2.74,0.403,0.169,299,0.283,0.0001,0.0042,0.0015,0.0079,8.48,239,605,57.8,221,43.2,5.65,50.9,7.62,46.7,9.26,29.1,4.33,28.6,4.79,0.234,0.0632,35.9,-9999,-9999,-12.5481,-86.97,-12.37,0.007,0.04,
