DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Fe,Al,Ba,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,Hg202,Sr isotopes,d13C-DIC,dD,d18O,NH4-N,Ortho-P,SamplingNote
7/20/2010 14:30,FLUME_RM,JEMEZ_S130,GRAB,Grab,Surface water,6.7,7.6,22.5,-9999,71.4,0.39,6.307,1.682,0.091,0.2129,0.5326,0.065,0.0162,0.0629,2.9357,0.6497,4.9016,0.4446,5.079,0.8174,0.019,16.4689,0.002,0.0225,0.0519,0.002,0.0372,45,12200,288,0.943,0.7,0.063,0.374,21.6,0.0472,0.173,0.52,1.29,2.33,0.135,70.2,0.964,0.0257,0.0105,0.0229,0.0827,3.66,71.1,166,15.9,61.3,12.62,2.226,12.56,1.953,12.1,2.482,7.84,1.1105,7.75,1.299,0.0099,0.0188,9.49,-9999,-9999,-9999,-80.3,-11.94,0.008,0.212,
7/20/2010 13:00,FLUME_UJ,JEMEZ_S131,GRAB,Grab,Surface water,7.3,7.6,15.4,-9999,77.2,0.49,7.936,-9999,-9999,0.0652,0.6369,0.065,0.08,0.0658,2.9957,0.1739,6.8358,0.892,3.3918,1.3445,0.0266,15.6761,0.002,0.0667,0.0604,0.0113,0.0626,76.4,-9999,47.3,1.3,0.396,0.0375,1.94,61.6,0.0602,0.275,0.249,1.54,0.439,0.092,228,0.371,0.0064,0.0087,0.0155,0.0209,12.7,145.5,330,36.4,156,38.6,6.96,38.4,6.15,37.8,7.84,23.5,3.34,24.4,3.81,0.0099,0.0463,36.65,-9999,-9999,-15.9747,-85.44,-12.05,0.005,0.027,
7/20/2010 12:20,FLUME_LJ,JEMEZ_S132,GRAB,Grab,Surface water,6.8,7.5,18.3,-9999,77.2,0.51,8.246,3.688,0.182,0.1204,0.7446,0.065,0.08,0.125,2.0156,0.0923,7.0185,1.006,3.9719,1.4293,0.0356,12.9059,0.002,0.1245,0.0847,0.0157,0.0252,132,9840,41.1,3.95,0.692,0.116,8.45,128,0.21,0.501,1.33,2.59,0.737,0.146,219,0.571,0.134,0.0093,0.0187,0.0368,16.4,205.5,394,48.3,202,43.1,8.28,42.6,6.76,38.8,7.25,22.8,3.37,22.4,3.53,0.0099,0.0841,32.75,-9999,-9999,-15.3735,-75.41,-10.96,0.095,0.001,
7/20/2010 12:00,FLUME_HG,JEMEZ_S133,GRAB,Grab,Surface water,6.9,7.5,14.6,-9999,71.4,0.43,5.774,4.266,0.177,0.0484,0.2987,0.065,0.08,0.0217,3.1153,0.0943,5.6846,0.9275,2.9941,1.1829,0.0264,11.1937,0.002,0.0719,0.0766,0.002,0.0413,109,8530,28.3,2.21,0.279,0.0603,2.28,75.8,0.0547,0.311,0.445,4.64,0.26,0.14,461,0.173,0.0074,0.0121,0.0159,0.0195,8.35,264.5,500,65.1,303,68.3,9.73,74.1,10.93,67.6,14.2,40.6,5.37,37.6,5.9,0.0071,0.0728,26.85,-9999,-9999,-13.3396,-82.95,-11.84,0.008,0.008,
7/20/2010 11:40,FLUME_LLJ,JEMEZ_S134,GRAB,Grab,Surface water,6.7,7.5,13.3,-9999,73.7,0.36,5.896,-9999,-9999,0.0468,0.4412,0.065,0.08,0.0485,2.6041,0.1053,4.9925,0.5418,2.7346,0.7914,0.0202,9.9324,0.002,0.0213,0.0504,0.002,0.055,47.8,7560,28.4,0.965,0.266,0.0335,0.655,22.7,0.0342,0.155,0.175,1.48,0.272,0.0739,114,0.144,0.0079,0.0064,0.0117,0.0175,6.66,77.2,220,18.9,78.7,16.96,3.21,21.1,3.13,18.7,4.15,11.29,1.651,11.01,2.05,0.0057,0.0218,12.1,-9999,-9999,-7.3279,-83.22,-11.97,0.054,0.017,
7/20/2010 9:15,VGJJ7,JEMEZ_S135,GRAB,Grab,Surface water,6.5,7.5,16.9,-9999,79.5,0.6,8.986,6.59,0.303,0.5388,1.7229,0.065,0.08,0.125,1.7026,0.036,5.899,1.1031,7.3319,1.8458,0.0261,15.9742,0.0124,0.236,0.2838,0.0229,0.056,301,-9999,39.5,8.53,1.09,0.276,4.06,198,0.184,0.6,1.42,4.52,1.03,0.221,499,1.06,0.0972,0.0109,0.035,0.0693,19.9,468.5,862,115.8,474,100.9,17.76,101,15.15,86.3,17.7,53.7,7.82,51.5,7.63,0.0119,0.183,68.25,-9999,-9999,-9999,-72.39,-10.37,0.01,0.001,
7/20/2010 9:50,VGJJ9,JEMEZ_S136,GRAB,Grab,Surface water,6.6,7.5,16.5,-9999,74,0.64,9.398,5.66,0.277,0.5733,1.9682,0.065,0.0451,0.125,1.6722,0.0536,6.0495,1.1567,7.9395,2.0002,0.0259,17.2094,0.0101,0.2119,0.2168,0.0183,0.0734,297,-9999,50.2,8.43,1.09,0.273,4.24,206,0.185,0.56,1.34,4.56,1.12,0.173,430,1.23,0.0461,0.0102,0.0281,0.0635,21.2,394.5,754,96.2,394,85.1,15.06,88,14.05,76.1,15.6,46.9,6.7,43.6,6.6,0.0106,0.196,70.15,-9999,-9999,-9999,-72.45,-10.29,0.025,0.001,
7/20/2010 10:15,EFJ2/VGS1trib,JEMEZ_S137,GRAB,Grab,Surface water,6.5,7.1,16.5,-9999,61.4,0.43,6.949,6.11,0.325,0.1118,0.9188,0.065,0.08,0.0175,2.0655,0.0802,5.7678,1.0237,3.3584,1.3698,0.03,5.2186,0.002,0.2193,0.1578,0.0144,0.0495,191,-9999,55.7,6.32,0.712,0.169,3.83,198,0.159,0.762,0.98,27.8,0.931,0.139,353,0.204,0.0507,0.0333,0.0303,0.0665,16,352.5,663,86.4,347,71.7,14.06,70.1,10.97,65.1,12.6,36.5,4.6,34.3,4.86,0.0073,0.222,55.75,-9999,-9999,-9999,-68.92,-9.22,0.054,0.001,
7/20/2010 10:15,EFJ3/VGS2,JEMEZ_S138,GRAB,Grab,Surface water,6.8,7.6,16.6,-9999,77.9,0.71,10.76,5.133,0.292,0.644,2.6539,0.065,0.08,0.1414,1.849,0.1015,6.3442,1.2155,8.4737,1.9698,0.0278,17.7198,0.002,0.1761,0.1505,0.0162,0.033,160,13700,61.8,4.54,1.04,0.209,2.34,146,0.136,0.545,0.895,13.5,1.23,0.221,310,1.42,0.0107,0.017,0.0225,0.0676,17.7,284.5,514,71.7,281,61.3,11.29,62.5,9.85,57.6,11.29,34,4.37,31.3,4.35,0.0071,0.142,76.15,-9999,-9999,-9999,-73.89,-10.22,0.01,0.026,
7/20/2010 10:15,EFJ4/VGS3,JEMEZ_S139,GRAB,Grab,Surface water,7.2,7.6,16.5,-9999,92.7,0.76,11.86,4.877,0.264,0.7307,2.8091,0.065,0.08,0.125,1.7914,0.113,6.4873,1.2872,10.1247,2.1789,0.0274,21.5752,0.002,0.153,0.1542,0.0177,0.0469,169,16500,65.5,4.36,1.15,0.198,1.87,128,0.129,0.627,0.676,6.38,1.33,0.207,303,1.76,0.0231,0.0115,0.0168,0.0695,19,265.5,498,64.8,271,58.3,10.76,60,9.15,52.7,10.88,31.2,4.18,28.8,4.34,0.0083,0.141,86.45,-9999,-9999,-9999,-75.1,-10.43,0.008,0.03,
7/20/2010 11:00,EFJ5/VGS4,JEMEZ_S140,GRAB,Grab,Surface water,7.5,7.7,16.9,-9999,97.6,0.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.9594,1.4575,11.1604,2.046,0.026,23.2907,0.013,0.1417,0.1581,0.014,0.0375,156,17900,119,4.3,1.42,0.223,1.44,113,0.114,0.43,0.544,3.26,1.59,0.256,237,2.1,0.0193,0.0106,0.0132,0.0737,16,199.5,343,48,193,40.9,7.77,41.9,6.99,42.4,8.09,24.3,3.47,23.4,3.71,0.0061,0.0991,82.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,E. Fork above Jara(millo)
7/20/2010 11:00,EFJ6/VGS5Jar,JEMEZ_S141,GRAB,Grab,Surface water,7.9,8.2,17.5,-9999,102.2,0.72,10.19,3.242,0.144,0.831,1.3911,0.065,0.08,0.125,1.6756,0.027,7.2163,1.0669,8.4104,1.4783,0.03,21.8616,0.0096,0.1306,0.1163,0.0146,0.0355,152,16900,23.3,4.07,0.953,0.156,4.51,126,0.186,0.404,0.72,1.35,1.15,0.217,263,1.62,0.0334,0.0068,0.0108,0.0731,16.4,259.5,526,67.2,257,59.1,10.65,57.5,8.64,50.5,9.52,28.2,3.9,24.5,3.71,0.0078,0.14,136.05,-9999,-9999,-9999,-76.71,-10.95,0.006,0.004,
7/20/2010 11:00,EFJ7/VGS6,JEMEZ_S142,GRAB,Grab,Surface water,7.3,7.6,16.2,-9999,90.6,0.78,12.4,4.268,0.244,0.7586,2.4166,0.065,0.08,0.125,1.6746,0.1596,6.2358,1.326,10.3847,1.8938,0.0268,22.7536,0.0095,0.1383,0.1483,0.0131,0.0301,172,17500,85.8,4.51,1.27,0.207,1.61,114,0.156,0.457,1.07,2.96,1.44,0.214,251,1.91,0.0362,0.0082,0.016,0.132,15.1,213.5,383,53.6,212,46.8,8.74,48.8,7.68,43.7,8.71,25.9,3.84,24.3,3.52,0.0063,0.259,86.95,-9999,-9999,-9999,-77.72,-11.13,0.014,0.041,E. Fork below Jara(millo)
7/20/2010 0:00,WFLJ1,JEMEZ_S143,GRAB,Grab,Surface water,8,7.5,15.5,-9999,70.6,0.44,7.129,3.591,0.122,0.0367,0.2681,0.065,0.08,0.125,2.558,0.0594,7.4063,0.9162,1.915,1.2728,0.036,13.9994,0.002,0.0481,0.048,0.0155,0.071,40.1,10600,16.6,0.732,0.39,0.0635,3.27,43.8,0.0609,0.395,0.296,10.2,0.429,0.128,357,0.141,0.0001,0.0117,0.0032,0.024,18.1,231.5,271,61.4,272,62.6,12.36,68.6,9.8,59.4,12.3,36.4,5.14,35.1,5.14,0.0039,0.0389,43.85,-9999,-9999,-9.7827,-83.6,-12.17,0.008,0.001,W. Fork La Jara Cr just upstream of road
7/20/2010 0:00,TopELJFSp,JEMEZ_S144,GRAB,Grab,Surface water,6.9,6.9,10.7,-9999,73.1,0.43,6.805,2.222,0.347,0.0359,0.9762,0.065,0.08,1.0027,3.2016,0.0581,5.8734,0.7064,2.5084,2.5785,0.0172,18.4521,0.002,0.0074,0.0274,0.002,0.0631,19.1,14100,37.1,0.476,0.19,0.0496,0.703,8.04,0.0438,0.371,0.73,8.54,1.09,0.24,321,0.253,0.0001,0.0171,0.0039,0.0362,1.87,78.2,77.2,34.3,162,47.9,7.22,54.1,9.24,57.6,12.5,40.8,6.62,48.5,7.91,0.0041,0.0218,54.25,-9999,-9999,-15.5138,-90.05,-12.82,0.088,0.021,Spring at base of hill that starts E. Fork La Jara Cr
7/20/2010 0:00,MeadowSp1,JEMEZ_S145,GRAB,Grab,Surface water,6.6,6.5,10.5,-9999,82.6,0.41,9.214,2.455,0.366,0.0357,0.6388,0.065,0.08,0.3897,3.718,0.0372,5.3198,0.6037,3.5095,2.9213,0.003,20.8401,0.002,0.0061,0.0215,0.002,0.0853,8.2,15700,3.07,0.269,0.185,0.0391,3.02,5.2,0.0531,0.257,0.561,4.82,0.351,0.144,518,0.147,0.0011,0.0034,0.002,0.019,1.64,129.5,53.6,48.3,246,65.4,7.39,69.1,12.15,80.7,18.5,65.7,10.78,80,14.42,0.0025,0.0066,35.15,-9999,-9999,-15.3635,-89.91,-12.85,0.015,0,Spring on Redondito side of Meadow with skunk grass just downhill from parking area
7/20/2010 13:07,LaJaraNo4,JEMEZ_S146,GRAB,Grab,Surface water,7.5,7.6,19.4,-9999,53.7,0.6,8.588,5.819,0.215,0.0536,0.4194,0.065,0.08,0.125,1.3522,0.0755,9.0799,1.0346,2.8329,2.0708,0.0368,14.7582,0.002,0.1187,0.0472,0.0141,0.0794,54,11000,36.8,1.67,0.534,0.0626,6,114,0.0987,0.659,1.07,11.5,1.35,0.179,490,0.209,0.0045,0.0152,0.0134,0.0337,15.6,264.5,457,75.7,339,83.6,15.26,89.3,14.05,85.5,17.8,54.1,8.63,58.8,9.37,0.0048,0.0988,62.25,-9999,-9999,-11.0552,-82.45,-11.62,0.009,0.017,La Jara Cr downstream of confluence of ZOB outlet and E. Fork La Jara
7/20/2010 13:07,FLUME_MCZOB,JEMEZ_S147,GRAB,Grab,Surface water,6.4,6.9,20.2,-9999,36.5,0.99,29.63,10.09,0.348,0.0586,1.1419,0.065,0.08,0.0342,0.7715,0.11,8.1513,1.0551,2.7138,2.0424,0.0383,9.1758,0.0099,0.6748,0.1008,0.022,0.123,83.2,6860,37.2,2.38,0.516,1.01,146,303,0.752,1.02,2.07,21.6,1.08,0.212,784,0.0926,0.0329,0.024,0.0172,0.0535,20.9,525.5,1180,148.8,657,154,25.96,154.5,23.75,141.1,29.4,86.4,13,89.6,14.42,0.0116,0.213,61.95,-9999,-9999,-12.3577,-81.82,-11.67,0.01,0.007,ZOB outlet; really muddy; little flow
7/20/2010 0:00,EFRedondo1,JEMEZ_S148,GRAB,Grab,Surface water,7.3,7.6,17.3,-9999,55.6,0.46,7.118,2.193,0.124,0.0717,0.3447,0.065,0.08,0.0574,2.1959,0.2047,6.7882,0.5671,3.7329,0.7348,0.0281,11.7048,0.002,0.0387,0.0373,0.009,0.0254,35.5,8810,96.8,0.709,0.505,0.0816,2.46,39.5,0.0528,0.242,0.447,11.2,0.366,0.1,112,0.31,0.0008,0.0168,0.0009,0.023,10.5,82.7,199,19.7,85.4,17.45,3.3,22.3,3.27,19.5,3.71,11.77,1.656,11.98,1.819,0.0019,0.0491,8.86,-9999,-9999,-7.879,-82.81,-12.06,0.005,0.066,Flowing stream; R side of road coming down from Redondo Peak
7/21/2010 11:22,RedondoPond,JEMEZ_S149,GRAB,Grab,Surface water,6.2,6.8,22.5,-9999,0,0.81,9.202,25.11,1.637,0.3742,2.361,0.065,0.08,0.3319,4.2966,0.0093,11.4873,1.9431,3.703,6.9278,0.0554,1.8123,0.0334,0.4644,0.052,0.0307,0.0342,43.9,-9999,78.4,1.18,0.439,0.135,137,408,0.627,2.21,1.47,22,10.7,0.209,184,3.63,0.006,0.0247,0.0235,0.392,38.3,160.5,381,41.7,196,43.8,12.36,41.3,6.1,30.4,6.42,17.4,2.17,15.4,2.1,0.0084,0.215,39.75,-9999,-9999,-7.0374,-4.99,4.49,0.03,0.01,Pond on left side of Redondo Cr Rd going uphill from Union Building
7/21/2010 12:14,RedondoSp2,JEMEZ_S150,GRAB,Grab,Surface water,6.9,7,11.5,-9999,68.8,0.45,9.221,0.851,0.166,0.0668,0.5849,0.065,0.08,0.7325,2.4303,0.2562,7.1627,0.6212,3.5622,0.8109,0.0248,12.0399,0.002,0.0048,0.0184,0.002,0.0333,4.58,8940,89.9,0.155,0.404,0.0861,0.286,5.39,0.0458,0.189,0.542,4.62,0.419,0.252,33.6,0.202,0.0047,0.0038,0.0015,0.0365,4.17,14.3,27.4,3.05,13.08,3.44,1.091,4.21,0.597,3.761,0.79,2.23,0.397,2.703,0.385,0.0005,0.0062,3.77,-9999,-9999,-7.378,-87.18,-12.6,0.011,0.045,
7/21/2010 12:27,RedondoSp3,JEMEZ_S151,GRAB,Grab,Surface water,7.7,7.5,15.8,-9999,61.3,0.75,12.74,2.211,0.125,0.0735,0.3987,0.065,0.08,0.125,2.5823,0.2197,10.1353,0.7893,5.8746,1.6121,0.0562,15.8515,0.002,0.0231,0.0482,0.0209,0.0257,49.6,12000,77.5,0.915,0.655,0.0545,1.31,23.8,0.0725,0.311,0.718,3.56,1.33,0.151,156,0.711,0.0156,0.0052,0.0012,0.0227,23.5,109.5,234,26.1,114,26.3,6.27,25.2,4.09,24.2,5.15,14.6,1.905,13.4,2.01,0.0026,0.0409,170.05,-9999,-9999,-10.7145,-84.29,-12.28,0.005,0.051,
7/21/2010 13:11,SulfurSp,JEMEZ_S152,GRAB,Grab,Surface water,1.9,1.9,24.8,-9999,-9999,-9999,-9999,-9999,-9999,5.9126,4.3666,0.0686,0.08,0.125,1291.3679,2.8833,249.0714,35.4617,14.313,78.2118,0.003,48.0274,0.002,85.1763,129.1754,0.002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Sulfur pond near abandoned house on Sulfur Cr Rd
8/10/2010 9:30,FLUME_UR,JEMEZ_S153,GRAB,Grab,Surface water,7.5,-9999,11.7,-9999,74.7,-0.11,5.751,0.911,0.322,0.0109,1.3015,0.065,0.08,0.125,9.1102,0.2867,8.2487,0.6496,3.9825,0.9576,-9999,-9999,0.0048,-9999,-9999,-9999,0.0333,41.8,9330,47.6,0.965,0.477,0.0601,3.81,47.5,0.0734,0.335,0.271,1.57,0.392,0.106,77.4,0.27,0.0133,0.0035,0.0493,0.0154,10.2,63.3,131,14.9,61.7,14.23,2.86,15.11,2.26,12.29,2.342,8.26,1.0119,7.66,1.249,0.0017,0.0371,11.78,-9999,-9999,-12.2575,-80.9,-11.98,0.002,0.027,
8/10/2010 10:10,FLUME_LR,JEMEZ_S154,GRAB,Grab,Surface water,7.2,-9999,12,-9999,76.4,-0.06,5.777,0.669,0.21,0.0653,1.4496,0.065,0.08,0.125,5.7123,0.4444,7.4141,0.7381,4.274,1.0663,-9999,-9999,0.0091,-9999,-9999,-9999,0.0239,72.4,9230,88.6,1.52,0.595,0.0624,1.18,53.6,0.054,0.288,0.26,0.916,0.903,0.118,95.2,0.519,0.0001,0.0026,0.0243,0.0322,14,100.2,192,22.7,91.1,18.4,4.23,18.5,2.89,17.6,3.39,10.43,1.345,9.98,1.261,0.0027,0.031,14.69,-9999,-9999,-12.6082,-81.53,-11.68,0.002,0.056,
8/10/2010 10:35,FLUME_RM,JEMEZ_S155,GRAB,Grab,Surface water,6.9,-9999,13.9,-9999,73.9,0.1,4.614,0.00013,0.185,0.2448,1.0156,0.065,0.08,0.125,4.6067,1.069,4.7974,0.4274,4.37,0.4894,-9999,-9999,0.004,-9999,-9999,-9999,0.0376,61.5,12500,277,1.24,0.537,0.0712,0.277,23.5,0.0328,0.142,0.122,0.9,2.14,0.178,54.1,0.871,0.0111,0.0043,0.0271,0.0804,3.38,65.9,154,13.4,53.2,10.83,1.468,10.09,1.569,9.38,1.9054,6.52,0.739,5.86,1.0562,0.0008,0.0182,5.968,-9999,-9999,-9999,-79.87,-11.79,0.001,0.192,
8/10/2010 15:45,FLUME_UJ,JEMEZ_S156,GRAB,Grab,Surface water,7.1,-9999,16.4,-9999,75.6,0.07,6.149,1.33,0.193,0.0385,0.5504,0.065,0.08,0.125,3.7275,0.4551,5.9961,0.7806,3.0944,1.1992,-9999,-9999,0.0025,-9999,-9999,-9999,0.0317,137,11900,43.1,2.43,0.514,0.0564,1.35,86.3,0.0585,0.249,0.248,1.93,0.4,0.115,196,0.373,0.0001,0.0033,0.0414,0.0218,9.08,135.5,313,33,143,32.5,5.35,33.5,4.9,31.2,6.7,19.9,2.83,20.1,2.99,0.0025,0.0539,32.85,-9999,-9999,-12.7985,-85.78,-12.33,0,0.032,
8/10/2010 14:45,FLUME_LJ,JEMEZ_S157,GRAB,Grab,Surface water,7.5,-9999,17.2,-9999,97.4,0.32,6.624,1.565,0.244,0.1172,0.5555,0.065,0.08,0.125,3.0052,0.2858,5.7748,0.8302,3.6778,1.0227,-9999,-9999,0.0019,-9999,-9999,-9999,0.0209,154,10300,39.8,3.13,0.924,0.11,1.82,122,0.115,0.354,0.343,1.12,0.635,0.162,189,0.534,0.0135,0.0044,0.0514,0.0287,10.6,159.5,310,41.8,169,35.6,6.99,39.5,5.81,35.8,6.73,21.3,2.74,19.3,2.97,0.0041,0.0861,76.15,-9999,-9999,-15.5539,-82.05,-11.78,0.002,0.008,
8/10/2010 14:15,FLUME_HG,JEMEZ_S158,GRAB,Grab,Surface water,6.8,-9999,15.6,-9999,72.1,0.13,6.748,2.054,0.198,0.0261,0.5324,0.065,0.08,0.125,4.7844,0.3262,5.3564,0.8909,2.7265,1.0627,-9999,-9999,0.0055,-9999,-9999,-9999,0.0343,135,8510,31.9,2.43,0.333,0.0594,1.39,68.1,0.0483,0.248,0.306,1.26,0.257,0.138,333,0.202,0.0137,0.0037,0.0272,0.0154,7.64,191.5,335,47.2,219,49.6,6.27,55.7,8.51,49.7,10.82,30.9,4.16,28.1,4.58,0.0026,0.0493,17.95,-9999,-9999,-11.7966,-84.67,-12.12,0.003,0.016,
8/10/2010 13:30,FLUME_LLJ,JEMEZ_S159,GRAB,Grab,Surface water,6.7,-9999,12.4,-9999,75.2,0.15,6.092,0.159,0.145,0.2366,0.5094,0.065,0.08,0.125,3.2283,0.2193,4.7051,0.5047,2.5606,0.7725,-9999,-9999,0.0029,-9999,-9999,-9999,0.0326,59.5,7440,26.4,0.994,0.317,0.0378,0.652,23.3,0.0437,0.153,0.297,2.08,0.244,0.124,102,0.141,0.0024,0.0036,0.0293,0.0162,6.11,67.4,207,16.9,68.1,16.18,2.64,17,2.97,18.3,3.45,11.14,1.516,9.74,1.782,0.0013,0.0248,9.47,-9999,-9999,-15.5839,-87.56,-12.67,0.007,0.014,
8/10/2010 10:00,VGJJ7,JEMEZ_S160,GRAB,Grab,Surface water,7.8,-9999,15.8,-9999,95.3,0.62,10.37,2.25,0.282,0.813,1.5785,0.0598,0.0388,0.125,1.9131,0.4093,5.5968,1.1236,8.6895,0.8358,-9999,-9999,0.0059,-9999,-9999,-9999,0.0513,139,16400,40.3,3.01,1.17,0.139,1.75,112,0.145,0.437,0.663,1.97,1.21,0.232,229,1.46,0.016,0.0081,0.0952,0.06,13,201.5,343,49,204,39.2,7.74,45.1,7.17,39.7,7.85,22.5,3.23,22.6,3.34,0.0043,0.11,89.55,-9999,-9999,-9999,-79.79,-11.25,0.001,0.008,
8/10/2010 10:45,VGJJ9,JEMEZ_S161,GRAB,Grab,Surface water,7.7,-9999,16.8,-9999,100.6,0.56,11.03,2.137,0.228,1.0986,1.3607,0.065,0.0439,0.125,1.6349,0.3726,5.6389,1.1537,9.0676,0.6426,-9999,-9999,0.0043,-9999,-9999,-9999,0.046,162,17400,40.2,4.5,1.21,0.184,3.97,159,0.127,0.397,0.401,2.68,1.18,0.222,275,1.59,0.0244,0.0072,0.0815,0.0714,14.1,256.5,471,62.5,254,57.8,9.4,56,8.53,53.5,10.24,30.5,3.99,27.4,3.82,0.0048,0.159,86.65,-9999,-9999,-9999,-78.91,-11.07,0.016,0.013,
8/10/2010 11:30,EFJ2/VGS1trib,JEMEZ_S162,GRAB,Grab,Surface water,7,-9999,15.5,-9999,90.6,0.35,6.685,3.866,0.354,0.173,0.4337,0.065,0.08,0.125,2.5061,0.2246,4.7468,0.8499,3.2287,0.6393,-9999,-9999,0.0008,-9999,-9999,-9999,0.0095,103,2390,44.2,2.42,0.399,0.0835,2.75,129,0.174,0.456,1.13,3.61,0.797,0.171,168,0.231,0.0001,0.0021,0.165,0.0438,11.1,165.5,311,40.4,167,35.3,6.42,32.7,5.12,29.4,5.72,16.9,2.2,16.5,2.15,0.0022,0.0983,31.15,-9999,-9999,-9999,-71.54,-9.53,0.037,0.008,
